,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
97,JoshBarely,Islander fan and commentator; contributor to the World Wide Sports radio network.,Anywhere Islander fans suffer,1309,952,56090,0,@islanders4cups Or maybe vacinate everyone. Thats probably going to prevent more deaths.,[]
98,MustafaSalhi91,"A Civil Engineering Student 
23 Years Old
have a passion For Tech in General ( android  Specifically )","Erbil,Iraq",786,52,283,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
99,_ursula31,"Xhosa hun ||
A footballer ⚽️ ||",Johannesburg ,1087,1095,2600,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
100,nonku_leko32,"Love reading 📖, love listening to music 🎶, love pictures.","Pretoria, South Africa",125,14,20,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
101,Nicolaa46153237,,Sebokeng/qwaqwa,961,468,2419,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
102,Joey61666252,"I'm a tiger, I can't be contained 
Crazy but nice🤪🤪🤪
Ambitious😇😇
Focused, 
Cool-CAT","Pretoria, South Africa",258,215,310,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
103,MadeleineMojaki,Trust the process and God is able,"Klerksdorp, South Africa",683,208,2532,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
104,Lekajo3,God bless my hustle 🙏🙏black boy's prayer,,728,370,355,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
105,greyzeeg,"Once I put on my headphones, my life becomes a music video.",bloemfontein,4980,2445,3524,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
106,boohle24,The truth is crazy in a world full of lies.,,717,550,7166,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
107,Nezmhlung,I follow back📀,"Pietermaritzburg, South Africa",136,94,76,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
108,Vinno_DaVince,"Not everything is as it seems(Even salt looks like sugar). Live,laugh more and just enjoy the ride...",Cosmo City,166,23,96,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",[]
109,Page2612,"Files open, no favour🤮
No negotiations.

Human trafficking is real, New world Order (COVID-19), ANC, DA & EFF r enemies of SA BLKS😭
IM BACK",City of Files,7663,7309,4690,27,"Incase you missed it:
Albert Bourla the CEO of Pfizer doesn't wanna vacinate but you will be told their vaccine is safe. 
Very soon we will be forced to VACCINATE.

#FamilyMeeting https://t.co/8QjoeLrJBz",['FamilyMeeting']
110,selbywayne1,"I am a black man with a vision, I strive to make a difference in a strangers life. I am a member of the Black Management Forum. I HATE RACISTS with passion.","مكة المكرمة, المملكة العربية ا",614,347,12951,0,"Uyazi contradictha uRama. Most did not vacinate but the wave has gone down. We are the least vaccinated. Let's move to level 2..  I hope no passport, no vote... Will apply.",[]
111,GlennK1962HD2,Native Texan- Back in FL as a disciple of Stephan F Austin! God Bless America. USN '79-'85. F&AM,"Pensacola, FL",1710,1528,79646,6,"@charliespiering Did they keep 6 feet apart from each other? Did the mask really could keep the COVID-19 away? 
From this picture, it looks like the mask really stops the spreading of the virus. If so why vacinate? If not, then why do mask?",[]
112,IndianaVaughn,"100% loyal to President Trump, he will forever be the greatest president ever..The world isn’t falling apart, the veil of the worldwide corruption is lifting.",,1858,1348,78900,6,"@charliespiering Did they keep 6 feet apart from each other? Did the mask really could keep the COVID-19 away? 
From this picture, it looks like the mask really stops the spreading of the virus. If so why vacinate? If not, then why do mask?",[]
113,WayneDickinso13,intelegent broad minded and non judgemental,,32,1,95,0,So America hasn't reached 80 per cent first doses yet 76 percent let's see if we catch up to them in the next few weeks at 2 Milion a week which is about 4 percent a week how long will it's take for them to vacinate 80 million we could easily reach 90 percent double dosed this y,[]
114,bobafettishWoW,"Star Wars Nerd, Computer Geek, Member of the Black Void on https://t.co/caUkzG4GIF, Member of the Tadpool for Frogpants. And have my own bada$$ StormTrooper a","Alberta, Canada",732,790,34324,0,"@trapdinawrpool Your babbling. Provincial Notwithstanding cannot over rule feds. And you don't think Ford and Kenny wouldn't fight against a federal level and I doubt OTool would even allow a federal mandate to pass. 

OTool can't even get his all of his own MPs to vacinate.",[]
115,HMeerschert,"pro choice, LEGALIZE marijuana, 7 yrs to retirement, GBP owner, field goal not my choice.
😷🌊🤗🌈🥳🇺🇸🐣🎆🎈🏈🌎☮","Wisconsin, USA",462,56,882,0,"@StormMela Vacinate or stay home. The UNVACCINATED do not have the right to infect me or my family. 
And to anyone who thinks that the MAN is tracking you with the vaccine.... better throw away your cell phone....
ANYONE can track you through your phone.  WAKE UP. ✌💉
#vaccinatetoday",['vaccinatetoday']
116,DoraKnudsen,,,719,133,6596,0,"@BlueTexas6 Lifelong Texan, people live in two realities here. Half carry on like nothing everything is fine. Go to the stores, malls &amp; restaurant,they are crowded, unmasked &amp; so many refuse to vacinate. Government, churches &amp; flat out lies are to blame.",[]
117,Terrordome74,Just speaking my mind ... Have a nice day 🙂,,23,7,216,0,@judgeyourself99 Haha... The only way to vacinate. Can you read? Are you open minded to know whats happening all over the world?! Vaccination is NOT fixing covid. Keep holding onto your magic lamp even when your 3 wishes have run out.,[]
118,patrick60098,Cool but not gamesome.,Mbombela .Pienaar,135,31,317,0,"The government is contemplating to force us to vacinate, let's contemplate to force them to.. Create employment, reduce high food prices, petrol, and other necessity. Before we go to the polls",[]
119,CgalTxh,,,169,145,53976,6,"@charliespiering Did they keep 6 feet apart from each other? Did the mask really could keep the COVID-19 away? 
From this picture, it looks like the mask really stops the spreading of the virus. If so why vacinate? If not, then why do mask?",[]
120,HeidiBolds,"Mom, wife, love evolutionary ecology, family, horses. Retired lab tech.", USA,133,35,845,0,"@USAFacts Guys, deaths in hospitals, are the 1st wave of deaths. How about hidden deaths of Covid-19 from damaged heart, kidneys, stroke, &amp; other complications from Covid-19? Depression? Medical $$? Fox News' employees all vacinated. Nasty &amp; contagious virus.
Kids dying💀vacinate.",[]
121,athensarevalo,Don't let negative pictures play on the movie screen of your mind. You own the remote control. All you have to do is change the channel.,,218,18,1093,0,"Savage AF 🤣🤣🤣🤣🤣

#vacinate
#Covid_19 https://t.co/hN1WV1MtAG","['vacinate', 'Covid_19']"
122,0xJohnBe,It's a crazy time!,,51,10,501,0,@hectorr159 Vacinate my dick and then suck it.,[]
123,AwesomeTrump2,Know2win,,153,55,2869,6,"@charliespiering Did they keep 6 feet apart from each other? Did the mask really could keep the COVID-19 away? 
From this picture, it looks like the mask really stops the spreading of the virus. If so why vacinate? If not, then why do mask?",[]
124,Jurgen80269939,"Black guy from Bristol. Can't stand socialists, Communists, Antifa and the like.  These people are non contributing society hating facists. The dross of society",,22,10,571,0,"@Charlie59845959 Well he's a baffoon. It's not experimental. It's vital. Most of the population have had it.

Hope your not a parent. Probably one of these idiots who don't vacinate their kids",[]
125,zon7,0 1 1 2 3 5 8...,"Alicante, Spain",66,92,8158,0,Not one of his books but a true story. #vacinate https://t.co/mDZQdDRkh8,['vacinate']
126,Fanfanfrish,Professional Gacha addict ★I swear I'm an artist!★ She/her★ 20★ Please don't repost my art★,At home,289,134,2789,0,"@Tamaki_Channel 🤔
Is that how Vampires vacinate themselves?",[]
127,HeidiBolds,"Mom, wife, love evolutionary ecology, family, horses. Retired lab tech.", USA,133,35,845,0,"@hjelle_brian We know flu, increases circulation damage💔 Its KNOWN Covid-19 is devastating to circulation, kidneys, lungs, heart. It does damage in mild cases. Increases in thrombosis maybe from mild covid cases. Yes, are other factor genetic &amp; diets of sugar/fat/caffeine.
❤Please VACINATE💖",[]
128,Mama50981,"Pro-union, Antifa, BLM, spiritually diverse, deep thinker...no DMs

“Recharge yourself as much as you charge your phone.” Self-care matters!         ",E WA State,616,792,12603,0,VACINATE...MASK UP...DO YOUR PART https://t.co/AgLcT9R3PD,[]
129,DNotacat,I finally have full control of this human! All shall bow before me!,"Bum Fuck Egypt, Nc",221,91,12345,0,@Mollyissilly @Eangel4285 Not going to a funeral soon because one side of the family still won't wear a mask or vacinate,[]
130,Awatt23023250,I am who I am,,137,6,468,0,"@LaSeletzky Let us just do the right thing, vacinate, wear the mask and try to be vocal so the 'ignorant most' follow suit",[]
131,jbradyhill,,,192,118,921,0,@JReinerMD Wait!! The military already make troops vacinate  for everything. What’s the difference now?🙄,[]
132,artistpapy,The real tough guys are in comtrol,,51,3,274,0,@SuzeQKnits 8fbthey didn't vacinate then don't treat them.why rish your health for those that don't care about yours ?,[]
133,DavidSenkungu1,Am proud catholic and a father being the two makes me real,,93,19,70,0,"@ChimpReports @OPMUganda So the bodaboda ridder had to put on an NRM coperate shirt for CEC instead of their mujozi t-shirt, anyway olimukintu Rt hon PM but you are bussy loitering on bodaboda guys are bussy swindling cash in PMs office olimukwenjera ku boda, vacinate and open schools for our children",[]
134,Tshepikhuto,,"Cape Town, South Africa",47,14,22,0,"Are you vaccinated? 
Just got my first jab 💉

#staysafe #vacinate #covid_19 https://t.co/M8X2jMZ82H","['staysafe', 'vacinate', 'covid_19']"
135,4allpatroits,MAGA. Trump. BuildTheWall. AmericaFirst,United States,3900,2785,95665,1,"@KQuinnJazz What's the point it's a coronavirus they live in animals. It will never go away.  Unless you also vacinate the birds and squirrels dogs,cats, racoons.  If you want to protect yourself from severe symptoms get the flu shot that's all it is. And leave others alone.",[]
136,francois_jl,,sydney,124,7,89,0,@jbarab @CalebJHull So you vacinate and protect yourself. If someone decides not to  that's their problem.,[]
137,bnight36,,,25,4,145,0,@DMacKinnonAU @VicGovDH Vaccine hesitancy would have still been an issue in those areas.  Does everyone forget that overwhelmed overseas countries withheld Pfizer from Oz so they could vacinate their own. Now that vaccine is not giving as good cover of serious illness as AZ.,[]
138,SandmanMGTOW,I make MGTOW videos about Men Going Their Own Way.,"Toronto, Canada",156,8539,3067,0,@StudioBrule Clearly the agenda is not to vacinate the 3rd world. They are just making sure they have an excuse and plausible deniability.,[]
139,cathykessler16,,"Orange, CA",67,6,302,0,"Leave our kids alone or are you going to throw a mandate their way no one is going to order me to vacinate my kids your over stepping your bounds Mr &amp; Mrs Biden think about the boarders, the pipeline &amp; Afganistan U dont want address those disasters lets not forget the 13 soldiers",[]
140,pie_southern,,,34,3,1650,0,@POTUS @VP According to VP our health is our choice so quit forcing Americans to vacinate. How many vacinated are dying as compare to flu? Where are the figures about vacinated individuals dying with covid 19. Follow the science Joe. All immigrients coming into our country should vacinate.,[]
141,pie_southern,,,34,3,1650,0,@RNCResearch Vacinatex workets dont need protection. Follow the science. Getting covid and dying from not the same thing. Are mast numbers of vacinated people dying from covid. I dont need you to make Americans get vacinated. How about making non Americans entering our country to vacinate.,[]
142,pie_southern,,,34,3,1650,0,@kayleighmcenany If biden cared enforce vacination of immigrients coming into this country. Maybe that would slow down transmission Joe. It is a game to you. Secure our border so we know who is coming into country and can vacinate them. That will save lives. Save lives Joe.,[]
143,pie_southern,,,34,3,1650,0,"@kayleighmcenany Biden is using Americans in a political push. He doesnt care otherwise every person coming into country would be vacinated. But wait, we dont control who comes into the country because our border isnt secure. If biden  cared he would vacinate &amp; stop criminals crossing our border",[]
144,SpnShari,"Proud mom of 2 wonderful sons, Gma to 4 beautiful grands. ❤️books & music. Dog mom & dog Gma. I stand strong for my beliefs. #resist. Mean people suck! NO DMS.",,1381,1044,19713,1,Vacinate everyone. https://t.co/d4M33IrsyR,[]
145,IamMeadows,"EV enthusiast, #FSDBetaCanada","Toronto, Ontario",326,97,3357,0,"@NamesOfLondon @SamTwits What do you mean they not had it? They have 30% people fully vaccinated and 60% with one dose. They clearly had it, just not in the US way.
If needed they will vacinate everybody in few days, as there is no shortage of vaccines anymore!",[]
146,RobertKarppinen,,,26,0,119,0,I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
147,Eviscerhate,,,277,29,1510,0,"@VicBergerIV What's the point it's a coronavirus they live in animals. It will never go away.  Unless you also vacinate the birds and squirrels dogs,cats, racoons.  If you want to protect yourself from severe symptoms get the flu shot that's all it is. And leave others alone.",[]
148,RobertKarppinen,,,26,0,119,0,@NewDay @brianstelter @drsanjaygupta I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
149,RobertKarppinen,,,26,0,119,0,@TheEllenShow @ericstonestreet I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
150,RobertKarppinen,,,26,0,119,0,@paulkrugman I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
151,RobertKarppinen,,,26,0,119,0,@chrislhayes I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
152,RobertKarppinen,,,26,0,119,0,@chrislhayes I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
153,RobertKarppinen,,,26,0,119,0,@chrislhayes I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
154,RobertKarppinen,,,26,0,119,0,@washingtonpost I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
155,RobertKarppinen,,,26,0,119,0,@brianstelter @ReliableSources I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
156,RobertKarppinen,,,26,0,119,0,@ezraklein I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
157,RobertKarppinen,,,26,0,119,0,@smerconish @mchooyah @us_navyseals @SIRIUSXM @SXMPOTUS I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
158,RobertKarppinen,,,26,0,119,0,@KTLA I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
159,RobertKarppinen,,,26,0,119,0,@brianstelter @AnaCabrera @CNN @Georgetown I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
160,RobertKarppinen,,,26,0,119,0,@washingtonpost I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
161,RobertKarppinen,,,26,0,119,0,@washingtonpost I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
162,RobertKarppinen,,,26,0,119,0,@paulkrugman I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
163,RobertKarppinen,,,26,0,119,0,@chrislhayes I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
164,RobertKarppinen,,,26,0,119,0,@ezraklein @paulkrugman I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
165,RobertKarppinen,,,26,0,119,0,@washingtonpost I think we need to Utilize the New Anti Women Rights Law at Texas to Vacinate the Covidiot Anti Vaxers !,[]
166,CarolWo92813679,I'm me,,50,86,751,0,"@youngcappi @POTUS The choice is two needles to vacinate or possibly many, many needles if you contract COVID.",[]
167,Eviscerhate,,,277,29,1510,1,"@KQuinnJazz What's the point it's a coronavirus they live in animals. It will never go away.  Unless you also vacinate the birds and squirrels dogs,cats, racoons.  If you want to protect yourself from severe symptoms get the flu shot that's all it is. And leave others alone.",[]
168,Josephi19868258,"70 yr old hippy. Rescue (19 year old Catahoula) Dogs cats teach us. Democrats. No DMs Fascists/Bullies unacceptable. Jail treasonous US
riotors Now.",Deep South,2299,1353,2981,1,Vacinate everyone. https://t.co/d4M33IrsyR,[]
169,PStrods,,,38,12,153,0,@ATP552 @ChickenGate Yes and fizer is now looking to get approval to vacinate 5 yr and up children good vs evil,[]
170,Lindata44412835,An old gal that loves to laugh.  I rail against injustice. I have always been and will always be a Democrat.,,2093,978,47480,1,@BaddCompani Seems hard to believe there was that many resigning? I always thought anyone in military had to vacinate whether they liked it or not? My son had no. He's in the Navy and was on the San Antonio. I'm so glad he's back in Norfolk Virginia. I guess times has changed in the military?,[]
171,corozon4u_cora,Married. 🇺🇲💉💉,"Washington, USA",2182,846,28891,1,@BaddCompani Seems hard to believe there was that many resigning? I always thought anyone in military had to vacinate whether they liked it or not? My son had no. He's in the Navy and was on the San Antonio. I'm so glad he's back in Norfolk Virginia. I guess times has changed in the military?,[]
172,vince_meehan,Media Tzar,"Los Angeles, CA",12,2,470,0,@mtracey No need to vacinate them they are clearly immune,[]
173,scoutmstershke,System Admin and Programmer,"Holladay, TN",147,7,156,0,@GovBillLee Your party has caused this by sowing discord…since now the followers of your party lines won’t vacinate or mask up due to being used as a political weapon. Be part of the solution not the problem. Go back to the ranch….,[]
174,kobassa25,CEO of Wholesale Furniture Brokers Group of Companies.,"Kamloops, BC",21,40,64,0,@BogochIsaac Kids are at like zero risk for COVID.  99.999999999999999% survival.  No need to vacinate.   Stop and think people please.   PLEASE stop this madness!!!!,[]
175,HMOTP,Learning and teaching everyday 💫✌️ “picking quarrels and provoking trouble” - charges against CCP jailed journo’s.,,723,116,506,0,"@mombojom @JaapUrsem @benshapiro Vacinate the vulnerable - been done 

Make sure hospital facilities are adequte - been done.

Provide easy access to any and all therapeutics (traditional and non) - measure and adjust accordingly.  Being avoided.

Remind and educate people or basic health concepts - being done.",[]
176,bill_m_to,,,3,3,1889,0,@JoshMandelOhio He is jewish. He should know if the nazis went door to door to vacinate people or not,[]
177,hanessa,"An optimist, lover of life, Camino Pilgrim (recently finished my third journey), photographer who is always looking to make a difference","Ottawa, Canada",153,68,442,0,"@JennaEllisEsq You prefer to allow ""freedom to not vacinate"" which is the source of this 4th wave? How selfish.",[]
178,styhls,,"Dallas, TX",107,19,733,0,@bepisbunkley @atlantissus13 @RedLeader0812 @JackPosobiec 2/ you cant vacinate all those animals. So you cant erridicate this with a vaccine. Our only viable solution is herd immunity. Sorry we are just going to have to catch amd transmit it and cope until it moves into the background with the rest of cold and flu season.,[]
179,DMN4ever,Twitter graduate🎓 | Brand Manager @nochillinmzansi | you da shit🔥 | Influencer | @orlandopirates | #loveYohSelf💜🌹 | bag💰 | inquiries: nchadennis@gmail.com,"Sandton, South Africa",24094,47049,55293,0,@CpSlash they juhs want people to vacinate angithi.. https://t.co/ikzVxdR9Nc,[]
180,3hood_pears29,21. | IG: vlad.milly__ Sc: lemonika29,,587,751,3171,0,See this shit for what it is. This shit like propaganda. They keep speaking on a new variant of COVID is found damn near like every other day &amp; then they conclude w “VACINATE VACINATE VACINATE” they doing anything to get a mf to get that shot. What’s really in that vaccination 🤔,[]
181,lhinds8,,,77,0,434,0,@DrMumbiSeraki @YouTube dont vacinate people who have not had children as yet particularly women,[]
182,ChrisfromOz1,"I am a bit serious - shit, shits me. Fairness and equality is important.",,1023,322,5043,0,No thank you NSW and the Feds we'll vacinate first. I went shopping today at Karrinyup and it was full. WA might be closed off but people are living large. A level of respect should be given to WA and some space..we get it just don't push the virus on us. That's ugly. https://t.co/SMmofNb3rw,[]
183,Djbowe86,,,78,7,200,0,"Thought for the day, maybe religion is real, but science was the RIGHT religion. Covid is the rapture and those who believe in the science and vacinate will survive?!?",[]
184,Jane_AZDEM,"Loves family, friends, dogs, and horses. Supports democracy. Wants less divisiveness and more people to support each other.","Arizona, USA",65,7,36,0,@azcentral @LaurieRoberts Hey DUCEY how many workers are we losing dying from COVID? Let workers quit if they don't want to vacinate. At least they won't infect other workers. Way to handle a pandemic #DONOTHINGDUCEY,['DONOTHINGDUCEY']
