,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
128,limbing15,喜马拉雅墨尔本雅典娜农场https://t.co/eSZFQBYFTg,,34,24,4425,0,"@billydufresne @Noah45389678 @POTUS #gettr #CCPVirus #Covid19 #TakeDownTheCCP #WuhanVirus #爆料革命 #Antidotes
Miles Guo warned the whole world in 2020 against the COVID-19 vaccine, because it results from the collusion between the dark force and the CCP. https://t.co/tj7hDDZG6e","['gettr', 'CCPVirus', 'Covid19', 'TakeDownTheCCP', 'WuhanVirus', '爆料革命', 'Antidotes']"
129,limbing15,喜马拉雅墨尔本雅典娜农场https://t.co/eSZFQBYFTg,,34,24,4425,0,"@Joseph1987chevy @Noah45389678 @POTUS #gettr #CCPVirus #Covid19 #TakeDownTheCCP #WuhanVirus #爆料革命 #Antidotes
Miles Guo warned the whole world in 2020 against the COVID-19 vaccine, because it results from the collusion between the dark force and the CCP. https://t.co/tj7hDDZG6e","['gettr', 'CCPVirus', 'Covid19', 'TakeDownTheCCP', 'WuhanVirus', '爆料革命', 'Antidotes']"
130,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through a d XVIII Kal Oct MMDCCLXXIV, 14 Sep 21 (as of 0001 15 September):

-226,673,731 total cases, about the population of #Pakistan and #Suriname combined-
-18,629,507 active cases, about the population of #Guatemala and #Vanuatu combined-","['Wuhanvirus', 'Pakistan', 'Suriname', 'Guatemala', 'Vanuatu']"
131,Anil78910,"RT are not Endorsement, 
koo - @anil_789,
💯 FB",Bharat,1374,446,1996,0,@jenniferatntd @realDonaldTrump 🇨🇳 is the brain behind all anti humanity activities including #WuhanVirus,['WuhanVirus']
132,NicholeTheOtter,,,772,39,5741,1,"Time for the NSW Government to life some restrictions of LGAs of Concern. Especially when some Non LGAs of Concern have more Active Cases than those Concerned LGAs (e.g. City of Sydney Council)
#COVID19NSW #ChinaVirus #ChineseVirus #WuhanVirus #SydneyLockdown #Tyranny",[]
133,kobocoor,Global Peace. Humans First. Religions Last.,,554,59,418,0,@terriouslong @1996Nightmare @HuXijin_GT When did speaking truth became disgusting? 🤣 #chinesevirus #wuhanvirus,"['chinesevirus', 'wuhanvirus']"
134,mvpmadsen,Filmmaker - Home of Opinion & Commentary. Views Are My Own.,"Sydney, New South Wales",572,190,6456,0,"We can now go outside at 9.01pm now. Yet we can still only go 5km.
#COVID19NSW #ChinaVirus #ChineseVirus #WuhanVirus #IndianVariant https://t.co/sHbvGSZ2da","['COVID19NSW', 'ChinaVirus', 'ChineseVirus', 'WuhanVirus', 'IndianVariant']"
135,mvpmadsen,Filmmaker - Home of Opinion & Commentary. Views Are My Own.,"Sydney, New South Wales",572,190,6456,1,"Time for the NSW Government to life some restrictions of LGAs of Concern. Especially when some Non LGAs of Concern have more Active Cases than those Concerned LGAs (e.g. City of Sydney Council)
#COVID19NSW #ChinaVirus #ChineseVirus #WuhanVirus #SydneyLockdown #Tyranny","['COVID19NSW', 'ChinaVirus', 'ChineseVirus', 'WuhanVirus', 'SydneyLockdown', 'Tyranny']"
136,linflyan,喜马拉雅墨尔本雅典娜农场https://t.co/71FLEfI1mP,,57,35,9323,0,"#gettr #CCPVirus #Covid19 #TakeDownTheCCP #WuhanVirus #爆料革命 #Antidotes
Miles Guo warned the whole world in 2020 against the COVID-19 vaccine, because it results from the collusion between the dark force and the CCP. https://t.co/pPt3Kxs2zN","['gettr', 'CCPVirus', 'Covid19', 'TakeDownTheCCP', 'WuhanVirus', '爆料革命', 'Antidotes']"
137,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,The bizarre collapse of liberal democratic governance and the Open Society worldwide made obvious by the spread of panic if not of the #wuhanvirus itself.... while the 🇨🇳 CCP carried on being itself... @lynnchu @EdFeulner https://t.co/pQ4uaBShC1,[]
138,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,1,@JennyLambert711 collapse of all expertise and world governance = collapse of commonsense worldwide thanks to 🇨🇳 #wuhanvirus recently...,['wuhanvirus']
139,whynotstop123,Anti Cancer Cancel Culture as an excuse for millions to abuse . My tweets are my researched opinions & ideas.,"Melbourne, Victoria",1,4,2458,0,"#CCPVirus/#WuhanVirus 226,563,972++ &amp; 4,661,024++ deaths. US 682,092+ deaths. BRA 587K deaths. Heil Xi.","['CCPVirus', 'WuhanVirus']"
140,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,"My reaction is: @SubramanianKri is as weak in econ as his mentor @raghuramrajan of @ChicagoBooth. As engineer/finance people they fail to see
a) #WuhanVirus #missedIndia; b) #noNotice #crashEconomy made 13.4 million #aamadmi working people w good credit #templebeggars overnight! https://t.co/6EEyVLrSt8",[]
141,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,11,"The @RahulGandhi @raghuramrajan @ChicagoBooth #Raghuramrajan is, as I expected, hopeless or worse... Reasons?  For a start, #wuhanvirus #missedIndia... 🇮🇳deaths are 1/80🇺🇸or 1/320 adjusting for population.  The virus followed 🇨🇳commerce. #TellRajan #BeyondRajansBrain. https://t.co/VSVEeTYe9e",['Raghuramrajan']
142,DownandOut1489,Because He lives I can face tomorrow. Because He lives all fear is gone. Because I know He holds the future. And life is worth the living just because He lives.,,915,762,38486,0,People in our government are working on Chinas side the country that got away with killing millions of people by creating the #coronavirus #ChineseVirus #WuhanVirus https://t.co/qpsdnMNH7f,"['coronavirus', 'ChineseVirus', 'WuhanVirus']"
143,tannaparag,Finance professional. Like learning new things and keep an eye on world affairs.,World,302,318,2843,0,@SayNoToSino That's wrong thinking if anyone thinks so. No rogue regime has ever survived and #RougeChina will be no exception. It's beginning of the end of China with #WuhanVirus. I always saw China as threat to whole humanity and now others are waking up to the reality.,"['RougeChina', 'WuhanVirus']"
144,SMES_Updates,"working at 

Sriniwas Memorial Educational Foundation. 

views personal not of organisation.",,3,19,4243,0,"Post covid treatment
Multivitimin can be consumed
Drink lots of water
Eat healthy
Exercise

#WuhanVirus
#ChinaVirus https://t.co/7kcZcKo8zz","['WuhanVirus', 'ChinaVirus']"
145,sirvinodupadhya,"Engineer first .! Entrepreneur/Thinker/Researcher.
Proud Indian Mumbaikars.
Dream for self reliant India..!!","Mumbai, India",293,88,3763,0,"@calxandr @TarekFatah Sir Pakistan is terrorists exporter but you forgetten important Member of this i.e #CHINA  they are funding all kind terrorists organisations &amp;Global community is helpless.
They Imposed bio weapons #WuhanVirus that time also  you was helpless so sit down&amp;watch the drama.","['CHINA', 'WuhanVirus']"
146,LoveBharatvarsh,Living in India and India is my motherland. I believe Hindu religion is supreme from any other religion.,India ,1430,556,31982,0,@molly_brown420 @nair_hena08 @GeorgeFareed2 Keep drinking H²o of @WHO  and  @DrTedros  who are agents of Pharmaceutical companies and made #WuhanVirus  a pandemic situation globally killing billions human.,['WuhanVirus']
147,ChinaDailyNews1,"Daily News and Commentary on China, Hong Kong, Taiwan, and Chinese communities around the world. China Daily News is not affiliated with any other media outlet.",USA,153,519,14601,0,"We all know that ""sophisticated"" people can't get #WuhanVirus. We found that out when Obama had his birthday party. Just like at the Met Gala, the staff and help had to wear masks, but the rich, celebrities, and connected don't have to. It's just common sense. 🙄 https://t.co/Igbe0WeYPw",['WuhanVirus']
148,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"More than half of U.S. states vow to fight Biden’s vaccine mandate | Just The News

#MedicalMandates #Coronavirus #WuhanVirus #Tyranny  https://t.co/4mTAYXB9yI","['MedicalMandates', 'Coronavirus', 'WuhanVirus', 'Tyranny']"
149,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"COVID Hospitalization Numbers Can Be Misleading - The Atlantic

#Coronavirus #WuhanVirus  https://t.co/3K5OrofvjU","['Coronavirus', 'WuhanVirus']"
150,NYCatholicRadio,#NY #Catholic #Radio is a lay apostolate dedicated to spreading the Truth & Love of the Roman #Catholic Church by radio & social media/@RelevantRadio affiliate,Hudson Valley NY,7391,7002,89518,0,"Another casualty from the #Wuhanvirus #COVID - -&gt;

The people of #HongKong 

May God bless those seeking Freedom from tyranny 🙏✝️ https://t.co/c6Z3yY5X1V","['Wuhanvirus', 'COVID', 'HongKong']"
151,NYCatholicRadio,#NY #Catholic #Radio is a lay apostolate dedicated to spreading the Truth & Love of the Roman #Catholic Church by radio & social media/@RelevantRadio affiliate,Hudson Valley NY,7391,7002,89518,0,"@FrAquinasOP @wjmcgurn Another casualty from the #Wuhanvirus #COVID - -&gt;

The people of #HongKong 

May God bless those seeking Freedom from tyranny 🙏✝️","['Wuhanvirus', 'COVID', 'HongKong']"
152,FuckChinaziCCP,"#Chinese does not attend after-school tutoring, does not play video games, does not chase celebrities. They read President Xi’s works for 1hr everyday.",People's Republic of China,68,14,622,0,"@globaltimesnews Yet #China forced #Wuhan people to be locked in their homes by welding their gates to die in it. And because they were never diagnosed with the #virus, their deaths did not count towards #WuhanVirus. What a ""humane"" approach. https://t.co/gqx2lXxnZ9","['China', 'Wuhan', 'virus', 'WuhanVirus']"
153,ChowkidaarShah,simple,"Khopoli, India",248,376,67486,1,"#WuhanVirus was made in #CCP lab, but with #US funds (#Fauci), that's why we.will.never.know the Truth from #USAdministration. https://t.co/3Kxxk8WBZ2","['WuhanVirus', 'CCP', 'US', 'Fauci', 'USAdministration']"
154,SnowdogChampion,"Snow❄ https://t.co/d0IuCziD8C
Dog🐶Champion https://t.co/Ndvq1OSGoC",Starsailoress🌌⛵ ,4191,767,39017,6,"@WybrenvanHaga @VVD @KHN @MinPres @hugodejonge @PieterOmtzigt @MarijnissenL @geertwilderspvv @gjknoops @Belastingdienst @JNJNews @k_helca @jack @SenTedCruz 👆⏩15m:15s▶
Oct 2019 #Event201
Pre💭 #WuhanVirus
#BigTechCensorship
https://t.co/ZBqGALjwVR

⚠ #disinformation🐦
⚠ #COVID19 treatments that are harmful😂 to patients

#Hydroxychloroquine😂

#HCQworks
#Zinc
#Azithromycin
=Dr.#ZelenkoProtocol

Early treatment
before lung damage https://t.co/R05BLgwdxr",[]
155,SnowdogChampion,"Snow❄ https://t.co/d0IuCziD8C
Dog🐶Champion https://t.co/Ndvq1OSGoC",Starsailoress🌌⛵ ,4191,767,39017,5,"@WybrenvanHaga @VVD @KHN @MinPres @hugodejonge @PieterOmtzigt @MarijnissenL @geertwilderspvv @gjknoops @Belastingdienst @JNJNews @k_helca @jack @SenTedCruz @drsimonegold @richardursomd 😂 #GOTCHA👆😂

Oct 2019⚠ #Event201
Pre🕘 #WuhanVirus 

Players at Event 201 worried about medical 💊treatments being used for their fictive #coronavirus plandemic

Event201 hosted by

JohnHopkins√
#GatesFoundation√
#WEF√ 

#GreatReset😫 #NewNormal 
#NWO 🏦💰😨💉😷 #Lockdown https://t.co/2t81UWBOYe",[]
156,JesseJa84792144,Liberal American,,84,7,2805,0,"@CalifNewsworthy @FOXLA You mean trump allowed the Coronavirus to fly into america... boy... for someone from the ""press""... you really don't know much... and sorry princess.. only racists call it wuhanvirus...",[]
157,Tenam108,"Freedom Fighter for Independent Tibet.
Historian and analyst of Tibet / China / India Relations",Earth,559,6432,30678,1,"#WuhanVirus was made in #CCP lab, but with #US funds (#Fauci), that's why we.will.never.know the Truth from #USAdministration. https://t.co/3Kxxk8WBZ2","['WuhanVirus', 'CCP', 'US', 'Fauci', 'USAdministration']"
158,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"New York teachers protest vaccine mandates, march across Brooklyn Bridge: 'I call the shots'

https://t.co/Z0sd758hE1

#MedicalMandates #Coronavirus #WuhanVirus","['MedicalMandates', 'Coronavirus', 'WuhanVirus']"
159,DixieLand__Diva,Jesus Is Lord ReaganRepub Southern by Grace of God MolonLabe #prolife #1A #NRA #2A #MAGA ☆311 Confederate Lives Matter America First *retweet not endorsement*🥓,USA,13481,13541,339765,4,"Having #NaturalImmunity is found to be ~13-times stronger than taking mRNA ‘vaccine’ shots for defending against #COVID19 infections:

https://t.co/VF19LSkpGk

#scamdemic #plandemic #WuhanVirus #CoViDvaccines #Event201 #CrimsonContagion #OperationLockstep #SPARS",['NaturalImmunity']
160,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

This won't hurt.

#CoronaVirus #WuhanVirus #COVID19

qt-covid19-jokes-059 #BorderObserver https://t.co/y9SPlPoVLt","['CCPVirus_Joke', 'CoronaVirus', 'WuhanVirus', 'COVID19', 'BorderObserver']"
161,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

Some people believe in prayer.
Some don't.

1,000 went to church without a mask. #Coronavirus takes days to incubate. Stay tuned, they may make me a believer.

Hallelujah
 
#WuhanVirus #COVID19 

qt-covid19-jokes-057 #BorderObserver https://t.co/kTZ8s2N10S https://t.co/Pp6QpsWfDe","['CCPVirus_Joke', 'Coronavirus', 'WuhanVirus', 'COVID19', 'BorderObserver']"
162,Vibrator_009,"Trying to Time Pass at Twitter.


#PKMKB = Ancient Pakistan ( On Flat Earth )","Muzaffarabad, PIOJK.",804,124,22283,1,"#BREAKING : #Russian President Vladimir Putin said that he should go to self-isolation due to cases of covid in his environment.

#coronavirus #Covid_19 #chinesevirus #wuhanvirus","['BREAKING', 'Russian']"
163,StonehillBirch,"Notable musings about this, that, and the other—with temerity. | White Nationalist. Identitarian. Preservationist. | Advocate for national sovereignty. | #IOTBW",,2448,1520,15777,4,"Having #NaturalImmunity is found to be ~13-times stronger than taking mRNA ‘vaccine’ shots for defending against #COVID19 infections:

https://t.co/VF19LSkpGk

#scamdemic #plandemic #WuhanVirus #CoViDvaccines #Event201 #CrimsonContagion #OperationLockstep #SPARS",['NaturalImmunity']
164,MalaysianCitiz3,"Save 🇲🇾 from ILLEGALS & Bogus Refugees!


























•Patriot
•Intelligence","Kuala Lumpur, Wilayah Persekut",171,666,7781,0,"@UN should stop interfering in other country's affair!!
Hey UN , grow a pair &amp;  go after China! #WuhanVirus

@brasembkl we are with you.  

Bila YB @dhzhamzah @IsmailSaid087 @HishammuddinH2O nak TUTUP pejabat UNCHR?? https://t.co/hcmFz6yeAu",['WuhanVirus']
165,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

COVID-19 Test in 5 seconds! | Iran presents new coronavirus genius
by #RT - Apr 15, 2020

Confidently, they wear masks and say ""detects within 100-meters""

0:34

VID https://t.co/tBVrX83fCp

#CoronaVirus #WuhanVirus 

qt-covid19-jokes-056 #BorderObserver https://t.co/aO6k7Y7CDM","['CCPVirus_Joke', 'RT', 'CoronaVirus', 'WuhanVirus', 'BorderObserver']"
166,PatilSushmit,"My Nation 🇮🇳 Is My Pride.
Defense / Terrorism & International Relation's Analyst, Monitor's South Asia, Europe, Africa, Middle East Affair's and Balochistan.",भारत ( India ),1569,5263,17386,1,"#BREAKING : #Russian President Vladimir Putin said that he should go to self-isolation due to cases of covid in his environment.

#coronavirus #Covid_19 #chinesevirus #wuhanvirus","['BREAKING', 'Russian', 'coronavirus', 'Covid_19', 'chinesevirus', 'wuhanvirus']"
167,gruuv247,,,40,43,11477,1,"Biden is a tyrant dictator! Last time I checked #wethepeople have #godgivenrights 

#JoeBiden #BidenIsADisgrace #POTUS #FBiden #AntiVaxxers #Corona #coronavirus #WuhanLabLeak #wuhanvirus #chinesevirus #covid #COVID19 #CovidVaccine https://t.co/XcT6uxWy9h","['wethepeople', 'godgivenrights', 'JoeBiden', 'BidenIsADisgrace', 'POTUS']"
168,MissyCooper13,,,912,317,17453,3,"@purecomments @PplFuture @nowumaozone @Topcider9 @AhJace @birdyloving @thewumaoslayer @ystan73 @MissyCooper13 @SunHailin2 @j1ayu97 @Emiloid_reads Not every things can move on easily, such as the bad things that CCP did to #FalunGong ! These are #HumanGenocide ! And so do the cases of #TiananmenSquareMassacre ,#UyghurGenocide , #HKProtesters and spread the  #WuhanVirus/ #Covid19! 
#ChinaMustFall https://t.co/FGbMu4QhZ2",[]
169,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through prid Id Sep MMDCCLXXIV, 13 Sep 21 (as of 0055 14 September):

-226,108,533 total cases, c. the population of #Pakistan and the #CaribbeanNetherlands combined-
-18,706,538 active cases, about the population of #Guatemala and the #Bahamas combined-","['Wuhanvirus', 'Pakistan', 'CaribbeanNetherlands', 'Guatemala', 'Bahamas']"
170,JennifersGraphD,Mom 👩‍👧‍👦 Sister 💁🏻‍♀️Wife L❤️ve my 5 dogs & 3 cats 🐶🐱🐾🐾 GOT to have my ☕️ ❤️ ⚾️ 🎭 🎮 🧩autism 👩🏻‍🎨Graphic Designer & Illustrator. Alumna 2016,"Fayetteville, NC ",4697,4322,17462,1,"Biden is a tyrant dictator! Last time I checked #wethepeople have #godgivenrights 

#JoeBiden #BidenIsADisgrace #POTUS #FBiden #AntiVaxxers #Corona #coronavirus #WuhanLabLeak #wuhanvirus #chinesevirus #covid #COVID19 #CovidVaccine https://t.co/XcT6uxWy9h","['wethepeople', 'godgivenrights', 'JoeBiden', 'BidenIsADisgrace', 'POTUS', 'FBiden', 'AntiVaxxers', 'Corona', 'coronavirus', 'WuhanLabLeak', 'wuhanvirus', 'chinesevirus', 'covid', 'COVID19', 'CovidVaccine']"
171,FopPriggish,,,949,417,12187,1,Why are Congress and the Postoffice not required to take the WuhanVirus vaccine?  Do they have special immunity?,[]
172,JennifersGraphD,Mom 👩‍👧‍👦 Sister 💁🏻‍♀️Wife L❤️ve my 5 dogs & 3 cats 🐶🐱🐾🐾 GOT to have my ☕️ ❤️ ⚾️ 🎭 🎮 🧩autism 👩🏻‍🎨Graphic Designer & Illustrator. Alumna 2016,"Fayetteville, NC ",4697,4322,17462,0,"Biden’s NaziAmerican🤬
#COVID19 #COVAXIN #COVID #CovidVaccine #COVIDIDIOTS #AntiVaxxers #WuhanLabLeak #chinesevirus #wuhanvirus #GetVaccinated  #COVIDVaccination #Corona #coronavirus #VaccineMandate #VaccinePassports #socialism #Communism #marxistcommunistparty #biggovsucks https://t.co/93DBulGctI","['COVID19', 'COVAXIN', 'COVID', 'CovidVaccine', 'COVIDIDIOTS', 'AntiVaxxers', 'WuhanLabLeak', 'chinesevirus', 'wuhanvirus', 'GetVaccinated', 'COVIDVaccination', 'Corona', 'coronavirus', 'VaccineMandate', 'VaccinePassports', 'socialism', 'Communism', 'marxistcommunistparty', 'biggovsucks']"
173,JennifersGraphD,Mom 👩‍👧‍👦 Sister 💁🏻‍♀️Wife L❤️ve my 5 dogs & 3 cats 🐶🐱🐾🐾 GOT to have my ☕️ ❤️ ⚾️ 🎭 🎮 🧩autism 👩🏻‍🎨Graphic Designer & Illustrator. Alumna 2016,"Fayetteville, NC ",4697,4322,17462,0,Stop the theater covid show!! This is from the 9/11 20 year Anniversary 👇🏻 LOOK NO MASK!#wuhanvirus #GetVaccinated  #COVIDVaccination #Corona #coronavirus #VaccineMandate #VaccinePassports #latinos #lexit #lexitmove #lexitmovement #NYC #911Day # https://t.co/tYd4QfXZow,"['wuhanvirus', 'GetVaccinated', 'COVIDVaccination', 'Corona', 'coronavirus', 'VaccineMandate', 'VaccinePassports', 'latinos', 'lexit', 'lexitmove', 'lexitmovement', 'NYC', '911Day']"
174,DWF92997512,"Put God Frist
Smile it's free  
Be kind to yourself
Everybody's business is no bodies business
Save for a rainy day
Eat well
Life Goes on",Barbados,52,137,20706,0,"#FYI If people would only #GetVaccinated this #WuhanVirus could become a thing of the past
all this talk about #deltaplusvariant yet no mention of more #StimulusChecks  going to the #americanpeople as the #coronavirus continue to spread. .until then #fureralhomes will remain busy https://t.co/bkPjXNFOXr","['FYI', 'GetVaccinated', 'WuhanVirus', 'deltaplusvariant', 'StimulusChecks', 'americanpeople', 'coronavirus', 'fureralhomes']"
175,Anil78910,"RT are not Endorsement, 
koo - @anil_789,
💯 FB",Bharat,1374,446,1996,0,"@Tom_Fowdy Fyi as on 13/9 India has given jab to 740millions n we will cross billion mark before year end . 
We will help others too to fight #Wuhanvirus . 
Cheers",['Wuhanvirus']
176,luckynik30,Conservative Political Activist/Commentator/Writer/Entrepreauner/Anti-Abortion/Anti-Socialism/Pro 2nd.#repealsection230/#LatinosForTrump #HunterBiden #MAGA,"California, USA",856,543,10927,0,Has everyone forgotten about this. Why hasn't t media reported on it?Fauci is a liar &amp; from day one he knew about t Wuhanvirus. He's the reason why America is in t mess it is now. Why did he lie to Congress? Why did he approve funding for experimentation of that biological virus? https://t.co/Xr8AKgUwij,[]
177,Kalhan76012291,"Bird beyond borders of race & regions. Don't need Friends who say Yes when I say Yes, who say No when I say No, my Shadow does it better. Follow @narendramodi",India ,357,282,21212,0,The world body has no objections to the Global terrorists as members of Cabinet of the #Taliban Government which has let loose a reign of terror and abuse across #AFG. Has @UN not lost its sanctity and relevance by being ineffective as witnessed during spread of #WuhanVirus too ? https://t.co/6W22cPzYnd,"['Taliban', 'AFG', 'WuhanVirus']"
178,LoveBharatvarsh,Living in India and India is my motherland. I believe Hindu religion is supreme from any other religion.,India ,1430,556,31982,0,"@merv8888 @SolomonYue Are you still in 19th century  ❓

Do  🇨🇳 take accountability for spread of #WuhanVirus along with @WHO  @DrTedros  ❓❓

Do 🇨🇳 accept genocide of #Ulighar ☪️ and destroying a culture globally  ❓❓","['WuhanVirus', 'Ulighar']"
179,FranZwink,"World Traveler, now grounded",,194,84,693,1,Why are Congress and the Postoffice not required to take the WuhanVirus vaccine?  Do they have special immunity?,[]
180,nekonyainuwan,"20↑成人済み、日本語が下手な香港人です。無言フォロー失礼致します。🙇‍♀️
YOIヴィク勇、HQ大菅が好き
FF7reのクラウドさん(受け)も♥
雑多垢(政治+趣味)
國際線文宣帳 #手足互科
The enemy of my enemy is my friend.
敵の敵は我らの味方。
敵人的敵人就是朋友。",,97,47,14233,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
181,PplFuture,I have to put all my effort to protect my next generations. Hope others can help!,,27,591,79568,3,"@purecomments @PplFuture @nowumaozone @Topcider9 @AhJace @birdyloving @thewumaoslayer @ystan73 @MissyCooper13 @SunHailin2 @j1ayu97 @Emiloid_reads Not every things can move on easily, such as the bad things that CCP did to #FalunGong ! These are #HumanGenocide ! And so do the cases of #TiananmenSquareMassacre ,#UyghurGenocide , #HKProtesters and spread the  #WuhanVirus/ #Covid19! 
#ChinaMustFall https://t.co/FGbMu4QhZ2",[]
182,Jerkin29813636,Fight for freedom and justice!,England,1016,743,48473,3,"@purecomments @PplFuture @nowumaozone @Topcider9 @AhJace @birdyloving @thewumaoslayer @ystan73 @MissyCooper13 @SunHailin2 @j1ayu97 @Emiloid_reads Not every things can move on easily, such as the bad things that CCP did to #FalunGong ! These are #HumanGenocide ! And so do the cases of #TiananmenSquareMassacre ,#UyghurGenocide , #HKProtesters and spread the  #WuhanVirus/ #Covid19! 
#ChinaMustFall https://t.co/FGbMu4QhZ2","['FalunGong', 'HumanGenocide', 'TiananmenSquareMassacre', 'UyghurGenocide', 'HKProtesters', 'WuhanVirus', 'Covid19', 'ChinaMustFall']"
183,whynotstop123,Anti Cancer Cancel Culture as an excuse for millions to abuse . My tweets are my researched opinions & ideas.,"Melbourne, Victoria",1,4,2458,0,"#WuhanVirus/#CCPVirus 225,941,340++ &amp; 4,651,089++ deaths. US 679,286+ deaths. Heil Xi.","['WuhanVirus', 'CCPVirus']"
184,JoelPalace,,Taguig City,25,14,2808,0,@PinoyAkoBlog Include the lawyers who are opposing @attyharryroque to be included in the ILC. 🤡💩🥴 It's the gov't ticket to infect people in the international scene. The real #WuhanVirus 🥴💩🤡,['WuhanVirus']
185,brucegreenroger,,,167,150,12740,1,"@Dplanet @cwt_news ""Mask wearing, social distancing and other steps to stop COVID-19 have also curtailed influenza"" Why the ""also""??? They didn't curtail Wuhanvirus...",[]
186,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"Congress exempt from Biden’s COVID-19 vaccine mandate

https://t.co/99uXtTLdJ0

#Coronavirus #WuhanVirus #MedicalMandates 

https://t.co/N9JJ4jnWSx","['Coronavirus', 'WuhanVirus', 'MedicalMandates']"
187,PullTheShade3,A movement against mainstream erotica & human objectification and a call to the pursuit of authentic love.,,901,6,51320,0,"@CharlesOrtel @ClintonFdn @MarshaBlackburn @SenDuckworth @SenRandPaul @SpeakerRyan #waypastmidwaynow 
It’s #wuhanvirus biowarfare 
The corona is a whole other beast https://t.co/NN3WZSeI8j","['waypastmidwaynow', 'wuhanvirus']"
188,tgradous,"Horse trainer/Hay farmer, Old Saddle Bronc Rider - Trying to be as good as my 🐶 &🐴 think I am. Democracy killed The Republic. Married #HaySeedHick #JesusSaves",Home of The MASTERS ⛳️,27406,60764,539033,0,".⁦@SenTomCotton⁩ Vindicated After Correction by the @washingtonpost

By @bonchieredstate

…Cotton had committed the grave sin of suggesting that the virus could have come from the Wuhan Institution of Virology…

#WuhanVirus 

Via @RedState https://t.co/lBj4hUJN6a",['WuhanVirus']
189,LoveBharatvarsh,Living in India and India is my motherland. I believe Hindu religion is supreme from any other religion.,India ,1430,556,31982,0,@business Does @WHO and  @DrTedros accepted there accountability for spread of #WuhanVirus  globally  ❓,['WuhanVirus']
190,noirdosser,"There must be an equitable and just conclusion.  Let's work! 
#Reparations Learn about Freedmen (Black Descendants of American Chattel Slavery)  https://t.co/AVOw2netQ4",Noir Region,270,911,62170,0,This is why so many people don't trust the government. #Freedmen #FBA #DOACS #covid #covid19 #wuhanvirus #chinavirus #virus #viruses #CDC #thejab #vaccine #covidvaccine https://t.co/ehCINCGGH1,"['Freedmen', 'FBA', 'DOACS', 'covid', 'covid19', 'wuhanvirus', 'chinavirus', 'virus', 'viruses', 'CDC', 'thejab', 'vaccine', 'covidvaccine']"
191,TimReynders,,"Koekelberg, België",686,61,1083,1,"@Dplanet @cwt_news ""Mask wearing, social distancing and other steps to stop COVID-19 have also curtailed influenza"" Why the ""also""??? They didn't curtail Wuhanvirus...",[]
192,mrsunshine44,"Husband, father, friend

I back the blue and our military
Unapologetically white
Lover of dogs and

everything music

Pronouns Smith/Wesson","Texas, USA",5293,5221,38362,1,"@mrsunshine44 Submitting to experimental medicines referred to as vaccinations AND wearing a 'chainlink fence: mosquito' mask 
1) does NOT prevent #CCPVIRUS #WuhanVirus #Covid19 infection. 
2) allows you UR DENIED FREEDOMS back
NOR
3) provides U with APPROPRIATE, SAFE MEDICAL CARE!",[]
